"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","DECISION_FINAL","GENERAL_CAT"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma rufum","Brown Thrasher","Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma crissale","Crissal Thrasher","Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma curvirostre","Curve-billed Thrasher","Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Toxostoma longirostre","Long-billed Thrasher","Both sexes physical trait","physical trait"
"Passeriformes","Mimidae (Mockingbirds and Thrashers)","Oreoscoptes montanus","Sage Thrasher","Natural History","natural history"
"Passeriformes","Turdidae (Thrushes and Allies)","Catharus minimus","Gray-cheeked Thrush","Both sexes physical trait","physical trait"
"Passeriformes","Turdidae (Thrushes and Allies)","Ixoreus naevius","Varied Thrush","Both sexes physical trait","physical trait"
"Passeriformes","Turdidae (Thrushes and Allies)","Hylocichla mustelina","Wood Thrush","Natural History","natural history"
"Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Baeolophus atricristatus","Black-crested Titmouse","Both sexes physical trait","physical trait"
"Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Baeolophus wollweberi","Bridled Titmouse","Both sexes physical trait","physical trait"
"Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Baeolophus bicolor","Tufted Titmouse","Both sexes physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Melozone aberti","Abert's Towhee","Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Pipilo chlorurus","Green-tailed Towhee","Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Meleagris gallopavo","Wild Turkey","Miscellaneous","human"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Arenaria melanocephala","Black Turnstone","Both sexes physical trait","physical trait"
"Passeriformes","Remizidae (Penduline-Tits)","Auriparus flaviceps","Verdin","Miscellaneous","human"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo bellii","Bell's Vireo","Person","human"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo atricapilla","Black-capped Vireo","Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo altiloquus","Black-whiskered Vireo","Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo solitarius","Blue-headed Vireo","Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo vicinior","Gray Vireo","Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo huttoni","Hutton's Vireo","Person","human"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo philadelphicus","Philadelphia Vireo","Geographic Location","natural history"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo olivaceus","Red-eyed Vireo","Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo gilvus","Warbling Vireo","Behavior","natural history"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo griseus","White-eyed Vireo","Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo flavoviridis","Yellow-green Vireo","Both sexes physical trait","physical trait"
"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Vireo flavifrons","Yellow-throated Vireo","Both sexes physical trait","physical trait"
"Cathartiformes","Cathartidae (New World Vultures)","Coragyps atratus","Black Vulture","Both sexes physical trait","physical trait"
"Cathartiformes","Cathartidae (New World Vultures)","Sarcoramphus papa","King Vulture","Miscellaneous","human"
"Cathartiformes","Cathartidae (New World Vultures)","Cathartes aura","Turkey Vulture","Both sexes physical trait","physical trait"
"Passeriformes","Motacillidae (Wagtails and Pipits)","Motacilla alba","White Wagtail","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Vermivora bachmanii","Bachman's Warbler","Person","human"
"Passeriformes","Parulidae (New World Warblers)","Setophaga castanea","Bay-breasted Warbler","Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga caerulescens","Black-throated Blue Warbler","Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga nigrescens","Black-throated Gray Warbler","Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga virens","Black-throated Green Warbler","Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Vermivora cyanoptera","Blue-winged Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga tigrina","Cape May Warbler","Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga cerulea","Cerulean Warbler","Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga pensylvanica","Chestnut-sided Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Oporornis agilis","Connecticut Warbler","Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga chrysoparia","Golden-cheeked Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Vermivora chrysoptera","Golden-winged Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga graciae","Grace's Warbler","Person","human"
"Passeriformes","Parulidae (New World Warblers)","Setophaga occidentalis","Hermit Warbler","Behavior","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga citrina","Hooded Warbler","Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Geothlypis formosa","Kentucky Warbler","Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga kirtlandii","Kirtland's Warbler","Person","human"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis luciae","Lucy's Warbler","Person","human"
"Passeriformes","Parulidae (New World Warblers)","Setophaga magnolia","Magnolia Warbler","Natural History","natural history"
"Passeriformes","Parulidae (New World Warblers)","Geothlypis philadelphia","Mourning Warbler","Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis ruficapilla","Nashville Warbler","Geographic Location","natural history"
"Passeriformes","Peucedramidae (Olive Warbler)","Peucedramus taeniatus","Olive Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis celata","Orange-crowned Warbler","Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga palmarum","Palm Warbler","Natural History","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga pinus","Pine Warbler","Natural History","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga discolor","Prairie Warbler","Natural History","natural history"
"Passeriformes","Parulidae (New World Warblers)","Protonotaria citrea","Prothonotary Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Cardellina rubra","Red Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Cardellina rubrifrons","Red-faced Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Limnothlypis swainsonii","Swainson's Warbler","Person","human"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis peregrina","Tennessee Warbler","Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga townsendi","Townsend's Warbler","Person","human"
"Passeriformes","Parulidae (New World Warblers)","Leiothlypis virginiae","Virginia's Warbler","Person","human"
"Passeriformes","Parulidae (New World Warblers)","Cardellina pusilla","Wilson's Warbler","Person","human"
"Passeriformes","Parulidae (New World Warblers)","Helmitheros vermivorum","Worm-eating Warbler","Behavior","natural history"
"Passeriformes","Parulidae (New World Warblers)","Setophaga petechia","Yellow Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga dominica","Yellow-throated Warbler","Both sexes physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Parkesia motacilla","Louisiana Waterthrush","Geographic Location","natural history"
"Passeriformes","Bombycillidae (Waxwings)","Bombycilla garrulus","Bohemian Waxwing","Behavior","natural history"
"Passeriformes","Bombycillidae (Waxwings)","Bombycilla cedrorum","Cedar Waxwing","Natural History","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Numenius phaeopus","Whimbrel","Behavior","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Tringa semipalmata","Willet","Behavior","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Scolopax minor","American Woodcock","Geographic Location","natural history"
"Piciformes","Picidae (Woodpeckers)","Picoides dorsalis","American Three-toed Woodpecker","Geographic Location","natural history"
"Piciformes","Picidae (Woodpeckers)","Dryobates pubescens","Downy Woodpecker","Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Melanerpes uropygialis","Gila Woodpecker","Geographic Location","natural history"
"Piciformes","Picidae (Woodpeckers)","Melanerpes aurifrons","Golden-fronted Woodpecker","Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Dryobates villosus","Hairy Woodpecker","Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Campephilus principalis","Ivory-billed Woodpecker","Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Melanerpes lewis","Lewis's Woodpecker","Person","human"
"Piciformes","Picidae (Woodpeckers)","Dryobates nuttallii","Nuttall's Woodpecker","Person","human"
"Piciformes","Picidae (Woodpeckers)","Dryocopus pileatus","Pileated Woodpecker","Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Melanerpes carolinus","Red-bellied Woodpecker","Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Dryobates borealis","Red-cockaded Woodpecker","Male physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Melanerpes erythrocephalus","Red-headed Woodpecker","Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Dryobates stricklandi","Strickland's Woodpecker","Person","human"
"Piciformes","Picidae (Woodpeckers)","Dryobates albolarvatus","White-headed Woodpecker","Both sexes physical trait","physical trait"
"Passeriformes","Troglodytidae (Wrens)","Thryomanes bewickii","Bewick's Wren","Person","human"
"Passeriformes","Troglodytidae (Wrens)","Campylorhynchus brunneicapillus","Cactus Wren","Natural History","natural history"
"Passeriformes","Troglodytidae (Wrens)","Thryothorus ludovicianus","Carolina Wren","Geographic Location","natural history"
"Passeriformes","Troglodytidae (Wrens)","Troglodytes aedon","House Wren","Natural History","natural history"
"Passeriformes","Troglodytidae (Wrens)","Salpinctes obsoletus","Rock Wren","Natural History","natural history"
"Passeriformes","Troglodytidae (Wrens)","Troglodytes hiemalis","Winter Wren","Miscellaneous","human"
"Passeriformes","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Chamaea fasciata","Wrentit","Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Tringa melanoleuca","Greater Yellowlegs","Size","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Geothlypis beldingi","Belding's Yellowthroat","Person","human"
NA,NA,NA,"Paroquet Auklet","Both sexes physical trait","physical trait"
NA,NA,NA,"Baldpate","Male physical trait","physical trait"
NA,NA,NA,"Surf Bird","Natural History","natural history"
NA,NA,NA,"Yellow-billed Tropicbird","Both sexes physical trait","physical trait"
NA,NA,NA,"Bicolored Blackbird","Male physical trait","physical trait"
NA,NA,NA,"Bluebird","No Unique Identifier","human"
NA,NA,NA,"Red-spotted Bluethroat","Male physical trait","physical trait"
NA,NA,NA,"Bobwhite","No Unique Identifier","human"
NA,NA,NA,"Grayson's Bobwhite","Person","human"
NA,NA,NA,"Masked Bobwhite","Male physical trait","physical trait"
NA,NA,NA,"Booby","No Unique Identifier","human"
NA,NA,NA,"Blue-faced Booby","Both sexes physical trait","physical trait"
NA,NA,NA,"Black Brant","Both sexes physical trait","physical trait"
NA,NA,NA,"Cassin's Bullfinch","Person","human"
NA,NA,NA,"Townsend's Bunting","Person","human"
NA,NA,NA,"Black-eared Bushtit","Both sexes physical trait","physical trait"
NA,NA,NA,"Lead-colored Bushtit","Both sexes physical trait","physical trait"
NA,NA,NA,"European Buzzard","Geographic Location","natural history"
NA,NA,NA,"Canvas-back","Male physical trait","physical trait"
NA,NA,NA,"Audubon's Caracara","Person","human"
NA,NA,NA,"Cardinal","No Unique Identifier","human"
NA,NA,NA,"Texan Cardinal","Geographic Location","natural history"
NA,NA,NA,"Catbird","No Unique Identifier","human"
NA,NA,NA,"Chachalaca","No Unique Identifier","human"
NA,NA,NA,"Chickadee","No Unique Identifier","human"
NA,NA,NA,"Hudsonian Chickadee","Geographic Location","natural history"
NA,NA,NA,"Siberian Chickadee","Geographic Location","natural history"
NA,NA,NA,"European Coot","Geographic Location","natural history"
NA,NA,NA,"Cormorant","No Unique Identifier","human"
NA,NA,NA,"Mexican Cormorant","Geographic Location","natural history"
NA,NA,NA,"Cowbird","No Unique Identifier","human"
NA,NA,NA,"Little Brown Crane","Size","physical trait"
NA,NA,NA,"Bahama Honeycreeper","Geographic Location","natural history"
NA,NA,NA,"American Crossbill","Geographic Location","natural history"
NA,NA,NA,"Northwest Crow","Geographic Location","natural history"
NA,NA,NA,"Hudsonian Curlew","Geographic Location","natural history"
NA,NA,NA,"Ground Dove","Natural History","natural history"
NA,NA,NA,"White-fronted Dove","Both sexes physical trait","physical trait"
NA,NA,NA,"Dowitcher","No Unique Identifier","human"
NA,NA,NA,"American Scaup Duck","Geographic Location","natural history"
NA,NA,NA,"Black Duck","Both sexes physical trait","physical trait"
NA,NA,NA,"Florida Duck","Geographic Location","natural history"
NA,NA,NA,"Lesser Scaup Duck","Size","physical trait"
NA,NA,NA,"Rufous-crested Duck","Male physical trait","physical trait"
NA,NA,NA,"Steller's Duck","Person","human"
NA,NA,NA,"Gray Sea Eagle","Both sexes physical trait","physical trait"
NA,NA,NA,"American Egret","Geographic Location","natural history"
NA,NA,NA,"Peale's Egret","Person","human"
NA,NA,NA,"American Eider","Geographic Location","natural history"
NA,NA,NA,"Eider","No Unique Identifier","human"
NA,NA,NA,"Pacific Eider","Geographic Location","natural history"
NA,NA,NA,"Blue-headed Euphonia","Both sexes physical trait","physical trait"
NA,NA,NA,"Cassin's Purple Finch","Person","human"
NA,NA,NA,"Guadalupe House Finch","Geographic Location","natural history"
NA,NA,NA,"Flicker","No Unique Identifier","human"
NA,NA,NA,"Guadalupe Flicker","Geographic Location","natural history"
NA,NA,NA,"Red-shafted Flicker","Both sexes physical trait","physical trait"
NA,NA,NA,"Baird's Beardless Flycatcher","Person","human"
NA,NA,NA,"Beardless Flycatcher","Both sexes physical trait","physical trait"
NA,NA,NA,"Coues's Flycatcher","Person","human"
NA,NA,NA,"Crested Flycatcher","Both sexes physical trait","physical trait"
NA,NA,NA,"Derby Flycatcher","Person","human"
NA,NA,NA,"Fulvous Flycatcher","Both sexes physical trait","physical trait"
NA,NA,NA,"Giraud's Flycatcher","Person","human"
NA,NA,NA,"Lawrence's Flycatcher","Person","human"
NA,NA,NA,"Mexican Crested Flycatcher","Geographic Location","natural history"
NA,NA,NA,"Wright's Flycatcher","Person","human"
NA,NA,NA,"Fulmar","No Unique Identifier","human"
NA,NA,NA,"Giant Fulmar","Size","physical trait"
NA,NA,NA,"Slender-billed Fulmar","Both sexes physical trait","physical trait"
NA,NA,NA,"Florida Gallinule","Geographic Location","natural history"
NA,NA,NA,"Gannet","No Unique Identifier","human"
NA,NA,NA,"Plumbeous Gnatcatcher","Both sexes physical trait","physical trait"
NA,NA,NA,"Pacific Godwit","Geographic Location","natural history"
NA,NA,NA,"American Golden-eye","Geographic Location","natural history"
NA,NA,NA,"Barrow's Golden-eye","Person","human"
NA,NA,NA,"Arkansas Goldfinch","Geographic Location","natural history"
NA,NA,NA,"Black-headed Goldfinch","Both sexes physical trait","physical trait"
NA,NA,NA,"Blue Goose","Both sexes physical trait","physical trait"
NA,NA,NA,"Lesser Snow Goose","Size","physical trait"
NA,NA,NA,"Ross's Snow Goose","Person","human"
NA,NA,NA,"White-fronted Goose","Both sexes physical trait","physical trait"
NA,NA,NA,"American Goshawk","Geographic Location","natural history"
NA,NA,NA,"Mexican Goshawk","Geographic Location","natural history"
NA,NA,NA,"Purple Grackle","Both sexes physical trait","physical trait"
NA,NA,NA,"Grassquit","No Unique Identifier","human"
NA,NA,NA,"American Eared Grebe","Geographic Location","natural history"
NA,NA,NA,"Holboell's Grebe","Person","human"
NA,NA,NA,"Horned Gerbe","Both sexes physical trait","physical trait"
NA,NA,NA,"St. Domingo Grebe","Geographic Location","natural history"
NA,NA,NA,"Green-shank","No Unique Identifier","human"
NA,NA,NA,"Canada Grouse","Geographic Location","natural history"
NA,NA,NA,"Franklin's Grouse","Person","human"
NA,NA,NA,"Sage Grouse","No Unique Identifier","human"
NA,NA,NA,"Black-winged Guillemot","Both sexes physical trait","physical trait"
NA,NA,NA,"Mandt's Guillemot","Person","human"
NA,NA,NA,"Sooty Guillemot","Both sexes physical trait","physical trait"
NA,NA,NA,"Kumlien's Gull","Person","human"
NA,NA,NA,"Mew Gull","Local language",NA
NA,NA,NA,"Nelson's Gull","Person","human"
NA,NA,NA,"Siberian Gull","Geographic Location","natural history"
NA,NA,NA,"Gray Gyrfalcon","Both sexes physical trait","physical trait"
NA,NA,NA,"White Gyrfalcon","Both sexes physical trait","physical trait"
NA,NA,NA,"American Sparrowhawk","Geographic Location","natural history"
NA,NA,NA,"Cuban Sparrowhawk","Geographic Location","natural history"
NA,NA,NA,"Duck Hawk","Behavior","natural history"
NA,NA,NA,"Harlan's Hawk","Person","human"
NA,NA,NA,"Little Black Hawk","Size","physical trait"
NA,NA,NA,"Marsh Hawk","Natural History","natural history"
NA,NA,NA,"Mexican Black Hawk","Geographic Location","natural history"
NA,NA,NA,"Pigeon Hawk","Behavior","natural history"
NA,NA,NA,"Heath Hen","Natural History","natural history"
NA,NA,NA,"Lesser Prairie Hen","Size","physical trait"
NA,NA,NA,"Prairie Hen","Natural History","natural history"
NA,NA,NA,"Cooper's Henhawk","Person","human"
NA,NA,NA,"European Blue Heron","Geographic Location","natural history"
NA,NA,NA,"Great White Heron","Size","physical trait"
NA,NA,NA,"Louisiana Heron","Geographic Location","natural history"
NA,NA,NA,"Snowy Heron","Both sexes physical trait","physical trait"
NA,NA,NA,"Ward's Heron","Person","human"
NA,NA,NA,"Wurdemann's Heron","Person","human"
NA,NA,NA,"Blue-throated Hummingbird","Male physical trait","physical trait"
NA,NA,NA,"Heloise's Hummingbird","Person","human"
NA,NA,NA,"Rieffer's Hummingbird","Person","human"
NA,NA,NA,"Rivoli Hummingbird","Person","human"
NA,NA,NA,"Short-winged Hylophilus","Both sexes physical trait","physical trait"
NA,NA,NA,"White-faced Glossy Ibis","Both sexes physical trait","physical trait"
NA,NA,NA,"Wood Ibis","Natural History","natural history"
NA,NA,NA,"Mexican Jacana","Geographic Location","natural history"
NA,NA,NA,"Arizona Jay","Geographic Location","natural history"
NA,NA,NA,"California Jay","Geographic Location","natural history"
NA,NA,NA,"Florida Jay","Geographic Location","natural history"
NA,NA,NA,"Oregon Jay","Geographic Location","natural history"
NA,NA,NA,"Pinon Jay","Natural History","natural history"
NA,NA,NA,"Woodhouse's Jay","Person","human"
NA,NA,NA,"Arizona Junco","Geographic Location","natural history"
NA,NA,NA,"Gray-headed Junco","Both sexes physical trait","physical trait"
NA,NA,NA,"Pink-sided Junco","Both sexes physical trait","physical trait"
NA,NA,NA,"Slate-colored Junco","Both sexes physical trait","physical trait"
NA,NA,NA,"White-winged Junco","Both sexes physical trait","physical trait"
NA,NA,NA,"Arkansas Kingbird","Geographic Location","natural history"
NA,NA,NA,"Kingbird","No Unique Identifier","human"
NA,NA,NA,"Texan Kingfisher","Geographic Location","natural history"
NA,NA,NA,"Cuvier's Kinglet","Person","human"
NA,NA,NA,"Dusky Kinglet","Both sexes physical trait","physical trait"
NA,NA,NA,"Everglade Kite","Geographic Location","natural history"
NA,NA,NA,"Kittiwake","No Unique Identifier","human"
NA,NA,NA,"Knot","No Unique Identifier","human"
NA,NA,NA,"Lapwing","No Unique Identifier","human"
NA,NA,NA,"Aleutian Leucosticte","Geographic Location","natural history"
NA,NA,NA,"Black Leucosticte","Male physical trait","physical trait"
NA,NA,NA,"Brown-capped Leucosticte","Both sexes physical trait","physical trait"
NA,NA,NA,"Gray-crowned Leucosticte","Both sexes physical trait","physical trait"
NA,NA,NA,"Brewster's Linnet","Person","human"
NA,NA,NA,"McCown's Longspur","Person","human"
NA,NA,NA,"Loon","No Unique Identifier","human"
NA,NA,NA,"Black-throated Loon","Both sexes physical trait","physical trait"
NA,NA,NA,"American Magpie","Geographic Location","natural history"
NA,NA,NA,"Man-o'-War Bird","Behavior","natural history"
NA,NA,NA,"Meadowlark","No Unique Identifier","human"
NA,NA,NA,"American Merganser","Geographic Location","natural history"
NA,NA,NA,"Richardson's Merlin","Person","human"
NA,NA,NA,"Mockingbird","No Unique Identifier","human"
NA,NA,NA,"Murre","No Unique Identifier","human"
NA,NA,NA,"Brunnich's Murre","Person","human"
NA,NA,NA,"Temminck's Murrelet","Person","human"
NA,NA,NA,"Xantus's Murrelet","Person","human"
NA,NA,NA,"Nighthawk","No Unique Identifier","human"
NA,NA,NA,"Texan Nighthawk","Geographic Location","natural history"
NA,NA,NA,"Noddy","No Unique Identifier","human"
NA,NA,NA,"Clarke's Nutcracker","Person","human"
NA,NA,NA,"Old-squaw","Behavior","natural history"
NA,NA,NA,"American Osprey","Geographic Location","natural history"
NA,NA,NA,"American Barn Owl","Geographic Location","natural history"
NA,NA,NA,"American Long-eared Owl","Geographic Location","natural history"
NA,NA,NA,"Flammulated Screech-Owl","Both sexes physical trait","physical trait"
NA,NA,NA,"Hawk Owl","Behavior","natural history"
NA,NA,NA,"Pygmy-Owl","No Unique Identifier","human"
NA,NA,NA,"Richardson's Owl","Person","human"
NA,NA,NA,"Saw-whet Owl","Behavior","natural history"
NA,NA,NA,"Screech-Owl","No Unique Identifier","human"
NA,NA,NA,"Oystercatcher","No Unique Identifier","human"
NA,NA,NA,"Parauque","Behavior","natural history"
NA,NA,NA,"Carolina Paroquet","Geographic Location","natural history"
NA,NA,NA,"California Partridge","Geographic Location","natural history"
NA,NA,NA,"Gambel's Partridge","Person","human"
NA,NA,NA,"Massena Partridge","Person","human"
NA,NA,NA,"Mountain Partridge","Natural History","natural history"
NA,NA,NA,"Scaled Partridge","Both sexes physical trait","physical trait"
NA,NA,NA,"California Brown Pelican","Geographic Location","natural history"
NA,NA,NA,"Ashy Petrel","Both sexes physical trait","physical trait"
NA,NA,NA,"Black Petrel","Both sexes physical trait","physical trait"
NA,NA,NA,"Fisher's Petrel","Person","human"
NA,NA,NA,"Fork-tailed Petrel","Both sexes physical trait","physical trait"
NA,NA,NA,"Hornby's Petrel","Person","human"
NA,NA,NA,"Leach's Petrel","Person","human"
NA,NA,NA,"Least Petrel","Size","physical trait"
NA,NA,NA,"Peal's Petrel","Person","human"
NA,NA,NA,"Pintado Petrel","Both sexes physical trait","physical trait"
NA,NA,NA,"Stormy Petrel","Miscellaneous","human"
NA,NA,NA,"White-bellied Petrel","Both sexes physical trait","physical trait"
NA,NA,NA,"White-faced Petrel","Both sexes physical trait","physical trait"
NA,NA,NA,"Wilson's Petrel","Person","human"
NA,NA,NA,"Wood-Pewee","No Unique Identifier","human"
NA,NA,NA,"Northern Phalarope","Geographic Location","natural history"
NA,NA,NA,"Phoebe","No Unique Identifier","human"
NA,NA,NA,"Pintail","No Unique Identifier","human"
NA,NA,NA,"Golden-Plover","No Unique Identifier","human"
NA,NA,NA,"Little Ring Plover","Size","physical trait"
NA,NA,NA,"Mongolian Plover","Geographic Location","natural history"
NA,NA,NA,"Ring Plover","No Unique Identifier","human"
NA,NA,NA,"Poor-will","No Unique Identifier","human"
NA,NA,NA,"Welch's Ptarmigan","Person","human"
NA,NA,NA,"Puffin","No Unique Identifier","human"
NA,NA,NA,"Blue-headed Quail-dove","Both sexes physical trait","physical trait"
NA,NA,NA,"Key West Quail-dove","Geographic Location","natural history"
NA,NA,NA,"American Raven","Geographic Location","natural history"
NA,NA,NA,"Redpoll","No Unique Identifier","human"
NA,NA,NA,"Greenland Redpoll","Geographic Location","natural history"
NA,NA,NA,"Red-bellied Redstart","Both sexes physical trait","physical trait"
NA,NA,NA,"Roadrunner","No Unique Identifier","human"
NA,NA,NA,"St. Lucas Robin","Geographic Location","natural history"
NA,NA,NA,"Ferruginous Rough-leg","Both sexes physical trait","physical trait"
NA,NA,NA,"Aleutian Sandpiper","Geographic Location","natural history"
NA,NA,NA,"Bartramian Sandpiper","Person","human"
NA,NA,NA,"Cooper's Sandpiper","Person","human"
NA,NA,NA,"Prybilof Sandpiper","Geographic Location","natural history"
NA,NA,NA,"Spoon-bill Sandpiper","Both sexes physical trait","physical trait"
NA,NA,NA,"American Scoter","Geographic Location","natural history"
NA,NA,NA,"Morellet's Seedeater","Person","human"
NA,NA,NA,"Black-tailed Shearwater","Both sexes physical trait","physical trait"
NA,NA,NA,"Cinereous Shearwater","Both sexes physical trait","physical trait"
NA,NA,NA,"Dark-bodied Shearwater","Both sexes physical trait","physical trait"
NA,NA,NA,"Greater Shearwater","Size","physical trait"
NA,NA,NA,"Slender-billed Shearwater","Both sexes physical trait","physical trait"
NA,NA,NA,"Shoveller","No Unique Identifier","human"
NA,NA,NA,"Skua","No Unique Identifier","human"
NA,NA,NA,"Skylark","No Unique Identifier","human"
NA,NA,NA,"European Snipe","Geographic Location","natural history"
NA,NA,NA,"Snowflake","No Unique Identifier","human"
NA,NA,NA,"McKay's Snowflake","Person","human"
NA,NA,NA,"Aleutian Song Sparrow","Geographic Location","natural history"
NA,NA,NA,"Arizona Sparrow","Geographic Location","natural history"
NA,NA,NA,"Belding's Marsh Sparrow","Person","human"
NA,NA,NA,"Dusky Seaside Sparrow","Both sexes physical trait","physical trait"
NA,NA,NA,"Gambel's Sparrow","Person","human"
NA,NA,NA,"Intermediate Sparrow","Size","physical trait"
NA,NA,NA,"Ipswich Sparrow","Geographic Location","natural history"
NA,NA,NA,"Large-billed Sparrow","Both sexes physical trait","physical trait"
NA,NA,NA,"Leconte's Sparrow","Person","human"
NA,NA,NA,"Mexican Sparrow","Geographic Location","natural history"
NA,NA,NA,"Pine-woods Sparrow","Natural History","natural history"
NA,NA,NA,"Sandwich Sparrow","Geographic Location","natural history"
NA,NA,NA,"Sharp-tailed Sparrow","Both sexes physical trait","physical trait"
NA,NA,NA,"Texas Sparrow","Geographic Location","natural history"
NA,NA,NA,"Tree Sparrow","No Unique Identifier","human"
NA,NA,NA,"Starling","No Unique Identifier","human"
NA,NA,NA,"Rough-winged Swallow","Both sexes physical trait","physical trait"
NA,NA,NA,"Whistling Swan","Behavior","natural history"
NA,NA,NA,"Whooping Swan","Behavior","natural history"
NA,NA,NA,"Louisiana Tanager","Geographic Location","natural history"
NA,NA,NA,"Wandering Tatler","Behavior","natural history"
NA,NA,NA,"European Teal","Geographic Location","natural history"
NA,NA,NA,"Cabot's Tern","Person","human"
NA,NA,NA,"Trudeau's Tern","Person","human"
NA,NA,NA,"White-winged Black Tern","Both sexes physical trait","physical trait"
NA,NA,NA,"Californian Thrasher","Geographic Location","natural history"
NA,NA,NA,"Leconte's Thrasher","Person","human"
NA,NA,NA,"St. Lucas Thrasher","Geographic Location","natural history"
